Date,Product_Name,Sales_Units,Price_per_Unit,Store_Location
2024-05-10,Basmati Rice (5kg),17,432.0791391779238,Mumbai Central
2024-05-11,Basmati Rice (5kg),21,391.0637131430253,Mumbai Central
2024-05-12,Basmati Rice (5kg),27,65.4396200116493,Mumbai Central
2024-05-13,Basmati Rice (5kg),26,266.7513651891192,Mumbai Central
2024-05-14,Basmati Rice (5kg),20,465.4162623207525,Mumbai Central
2024-05-15,Basmati Rice (5kg),22,80.32965395745543,Mumbai Central
2024-05-16,Basmati Rice (5kg),22,179.05494625860996,Mumbai Central
2024-05-17,Basmati Rice (5kg),15,80.72263455126406,Mumbai Central
2024-05-18,Basmati Rice (5kg),34,125.51148371263334,Mumbai Central
2024-05-19,Basmati Rice (5kg),38,415.52057995101194,Mumbai Central
2024-05-20,Basmati Rice (5kg),21,441.1089184207395,Mumbai Central
2024-05-21,Basmati Rice (5kg),17,178.4749698501168,Mumbai Central
2024-05-22,Basmati Rice (5kg),31,129.86073093851272,Mumbai Central
2024-05-23,Basmati Rice (5kg),24,300.46544876188443,Mumbai Central
2024-05-24,Basmati Rice (5kg),31,162.0920401278613,Mumbai Central
2024-05-25,Basmati Rice (5kg),20,445.87075151461164,Mumbai Central
2024-05-26,Basmati Rice (5kg),27,430.98815463329913,Mumbai Central
2024-05-27,Basmati Rice (5kg),22,173.66155704926393,Mumbai Central
2024-05-28,Basmati Rice (5kg),21,476.44086410310695,Mumbai Central
2024-05-29,Basmati Rice (5kg),23,292.0187160016891,Mumbai Central
2024-05-30,Basmati Rice (5kg),21,331.15205417650293,Mumbai Central
2024-05-31,Basmati Rice (5kg),17,433.87201517434335,Mumbai Central
2024-06-01,Basmati Rice (5kg),35,110.77214467525047,Mumbai Central
2024-06-02,Basmati Rice (5kg),30,330.95327138535924,Mumbai Central
2024-06-03,Basmati Rice (5kg),20,466.4070675536066,Mumbai Central
2024-06-04,Basmati Rice (5kg),23,422.18846950227277,Mumbai Central
2024-06-05,Basmati Rice (5kg),23,345.42183417844075,Mumbai Central
2024-06-06,Basmati Rice (5kg),18,294.55389320400167,Mumbai Central
2024-06-07,Basmati Rice (5kg),22,56.70802800015143,Mumbai Central
2024-06-08,Basmati Rice (5kg),35,166.90079217208833,Mumbai Central
2024-06-09,Basmati Rice (5kg),21,365.0087858560814,Mumbai Central
2024-06-10,Basmati Rice (5kg),23,314.73137003788065,Mumbai Central
2024-06-11,Basmati Rice (5kg),27,471.8807538060769,Mumbai Central
2024-06-12,Basmati Rice (5kg),24,275.7315619936219,Mumbai Central
2024-06-13,Basmati Rice (5kg),16,321.53465735223324,Mumbai Central
2024-06-14,Basmati Rice (5kg),22,62.79587748267306,Mumbai Central
2024-06-15,Basmati Rice (5kg),32,398.3656198424966,Mumbai Central
2024-06-16,Basmati Rice (5kg),21,198.18944706495714,Mumbai Central
2024-06-17,Basmati Rice (5kg),15,168.6483701791527,Mumbai Central
2024-06-18,Basmati Rice (5kg),21,469.24751501045034,Mumbai Central
2024-06-19,Basmati Rice (5kg),24,342.28323287303544,Mumbai Central
2024-06-20,Basmati Rice (5kg),17,272.67087576798133,Mumbai Central
2024-06-21,Basmati Rice (5kg),18,413.36257313910545,Mumbai Central
2024-06-22,Basmati Rice (5kg),26,422.12854958122034,Mumbai Central
2024-06-23,Basmati Rice (5kg),35,261.29295649859637,Mumbai Central
2024-06-24,Basmati Rice (5kg),33,343.59030712517017,Mumbai Central
2024-06-25,Basmati Rice (5kg),16,91.22931819573138,Mumbai Central
2024-06-26,Basmati Rice (5kg),21,336.78962147053073,Mumbai Central
2024-06-27,Basmati Rice (5kg),25,164.4652972821308,Mumbai Central
2024-06-28,Basmati Rice (5kg),31,416.2229868431403,Mumbai Central
2024-06-29,Basmati Rice (5kg),31,254.36072259423332,Mumbai Central
2024-06-30,Basmati Rice (5kg),33,400.9291750655699,Mumbai Central
2024-07-01,Basmati Rice (5kg),14,78.01133974850748,Mumbai Central
2024-07-02,Basmati Rice (5kg),25,473.61219756320736,Mumbai Central
2024-07-03,Basmati Rice (5kg),18,314.59599851722913,Mumbai Central
2024-07-04,Basmati Rice (5kg),24,312.18742188769835,Mumbai Central
2024-07-05,Basmati Rice (5kg),27,304.2048053115497,Mumbai Central
2024-07-06,Basmati Rice (5kg),23,229.10380375923464,Mumbai Central
2024-07-07,Basmati Rice (5kg),27,329.5217578194585,Mumbai Central
2024-07-08,Basmati Rice (5kg),29,357.9998132461282,Mumbai Central
2024-07-09,Basmati Rice (5kg),28,497.8946111858459,Mumbai Central
2024-07-10,Basmati Rice (5kg),22,490.21198217069065,Mumbai Central
2024-07-11,Basmati Rice (5kg),28,113.91935952196847,Mumbai Central
2024-07-12,Basmati Rice (5kg),23,200.60849366101337,Mumbai Central
2024-07-13,Basmati Rice (5kg),24,271.2460857858626,Mumbai Central
2024-07-14,Basmati Rice (5kg),29,305.9006933512391,Mumbai Central
2024-07-15,Basmati Rice (5kg),22,296.7838435708638,Mumbai Central
2024-07-16,Basmati Rice (5kg),20,243.46883749412117,Mumbai Central
2024-07-17,Basmati Rice (5kg),29,242.69875084919573,Mumbai Central
2024-07-18,Basmati Rice (5kg),15,71.2096365493249,Mumbai Central
2024-07-19,Basmati Rice (5kg),26,154.7077440603235,Mumbai Central
2024-07-20,Basmati Rice (5kg),26,453.98551701212165,Mumbai Central
2024-07-21,Basmati Rice (5kg),33,421.0252757086001,Mumbai Central
2024-07-22,Basmati Rice (5kg),27,341.89657030166086,Mumbai Central
2024-07-23,Basmati Rice (5kg),25,239.77956425375825,Mumbai Central
2024-07-24,Basmati Rice (5kg),19,169.76846320573287,Mumbai Central
2024-07-25,Basmati Rice (5kg),20,380.7516890349035,Mumbai Central
2024-07-26,Basmati Rice (5kg),23,281.775796301736,Mumbai Central
2024-07-27,Basmati Rice (5kg),22,162.25778050140477,Mumbai Central
2024-07-28,Basmati Rice (5kg),30,58.42006708717227,Mumbai Central
2024-07-29,Basmati Rice (5kg),24,216.76162287294514,Mumbai Central
2024-07-30,Basmati Rice (5kg),15,397.8258682314463,Mumbai Central
2024-07-31,Basmati Rice (5kg),24,192.1365510302411,Mumbai Central
2024-08-01,Basmati Rice (5kg),19,240.20655041259022,Mumbai Central
2024-08-02,Basmati Rice (5kg),27,162.98734556128352,Mumbai Central
2024-08-03,Basmati Rice (5kg),34,405.98173230585155,Mumbai Central
2024-08-04,Basmati Rice (5kg),34,163.39658800090177,Mumbai Central
2024-08-05,Basmati Rice (5kg),26,72.14316136420638,Mumbai Central
2024-08-06,Basmati Rice (5kg),27,358.01738585273165,Mumbai Central
2024-08-07,Basmati Rice (5kg),18,201.47272900826798,Mumbai Central
2024-08-08,Basmati Rice (5kg),20,329.2640751400163,Mumbai Central
2024-08-09,Basmati Rice (5kg),15,58.05347830655461,Mumbai Central
2024-08-10,Basmati Rice (5kg),28,400.78888872957486,Mumbai Central
2024-08-11,Basmati Rice (5kg),30,167.24828021805274,Mumbai Central
2024-08-12,Basmati Rice (5kg),64,287.6735925898296,Mumbai Central
2024-08-13,Basmati Rice (5kg),54,425.469137257289,Mumbai Central
2024-08-14,Basmati Rice (5kg),60,336.3879775984802,Mumbai Central
2024-08-15,Basmati Rice (5kg),49,224.84636651316933,Mumbai Central
2024-08-16,Basmati Rice (5kg),60,173.56726192048052,Mumbai Central
2024-08-17,Basmati Rice (5kg),72,152.85911589517744,Mumbai Central
2024-08-18,Basmati Rice (5kg),78,349.79464496707624,Mumbai Central
2024-08-19,Basmati Rice (5kg),22,114.44877714838135,Mumbai Central
2024-08-20,Basmati Rice (5kg),25,243.44004979607575,Mumbai Central
2024-08-21,Basmati Rice (5kg),19,262.9564860045921,Mumbai Central
2024-08-22,Basmati Rice (5kg),25,260.36785229326773,Mumbai Central
2024-08-23,Basmati Rice (5kg),22,77.96397965865098,Mumbai Central
2024-08-24,Basmati Rice (5kg),34,222.2520812461155,Mumbai Central
2024-08-25,Basmati Rice (5kg),32,258.72677747802015,Mumbai Central
2024-08-26,Basmati Rice (5kg),31,173.79498591928012,Mumbai Central
2024-08-27,Basmati Rice (5kg),21,409.00150254791293,Mumbai Central
2024-08-28,Basmati Rice (5kg),19,73.2440661004098,Mumbai Central
2024-08-29,Basmati Rice (5kg),16,57.57161217327721,Mumbai Central
2024-08-30,Basmati Rice (5kg),20,325.03365028360486,Mumbai Central
2024-08-31,Basmati Rice (5kg),34,226.49557767949403,Mumbai Central
2024-09-01,Basmati Rice (5kg),35,85.04304083845187,Mumbai Central
2024-09-02,Basmati Rice (5kg),32,61.459524090650156,Mumbai Central
2024-09-03,Basmati Rice (5kg),23,71.5592536576226,Mumbai Central
2024-09-04,Basmati Rice (5kg),21,331.39806753591546,Mumbai Central
2024-09-05,Basmati Rice (5kg),32,415.92700606496686,Mumbai Central
2024-09-06,Basmati Rice (5kg),19,63.67479496655828,Mumbai Central
2024-09-07,Basmati Rice (5kg),42,201.31963359523493,Mumbai Central
2024-09-08,Basmati Rice (5kg),21,374.29220228973634,Mumbai Central
2024-09-09,Basmati Rice (5kg),19,318.47354613564056,Mumbai Central
2024-09-10,Basmati Rice (5kg),30,123.56958494207058,Mumbai Central
2024-09-11,Basmati Rice (5kg),21,285.11176319834885,Mumbai Central
2024-09-12,Basmati Rice (5kg),17,418.385305492999,Mumbai Central
2024-09-13,Basmati Rice (5kg),28,413.43874230332517,Mumbai Central
2024-09-14,Basmati Rice (5kg),25,380.3234835728433,Mumbai Central
2024-09-15,Basmati Rice (5kg),25,426.8512596612507,Mumbai Central
2024-09-16,Basmati Rice (5kg),26,289.00870531975386,Mumbai Central
2024-09-17,Basmati Rice (5kg),27,375.4834245574613,Mumbai Central
2024-09-18,Basmati Rice (5kg),26,257.0792841314156,Mumbai Central
2024-09-19,Basmati Rice (5kg),23,383.0962765132824,Mumbai Central
2024-09-20,Basmati Rice (5kg),22,437.597314359868,Mumbai Central
2024-09-21,Basmati Rice (5kg),23,286.85430726149656,Mumbai Central
2024-09-22,Basmati Rice (5kg),29,287.9315567805108,Mumbai Central
2024-09-23,Basmati Rice (5kg),24,427.9363324904489,Mumbai Central
2024-09-24,Basmati Rice (5kg),24,373.0498755320267,Mumbai Central
2024-09-25,Basmati Rice (5kg),20,444.4292731950416,Mumbai Central
2024-09-26,Basmati Rice (5kg),33,345.5187505184566,Mumbai Central
2024-09-27,Basmati Rice (5kg),28,282.7579432453746,Mumbai Central
2024-09-28,Basmati Rice (5kg),27,177.5434978788934,Mumbai Central
2024-09-29,Basmati Rice (5kg),28,81.09253402450716,Mumbai Central
2024-09-30,Basmati Rice (5kg),18,251.66418985671436,Mumbai Central
2024-10-01,Basmati Rice (5kg),24,451.73827177916814,Mumbai Central
2024-10-02,Basmati Rice (5kg),20,77.62221189164373,Mumbai Central
2024-10-03,Basmati Rice (5kg),27,307.11622400450887,Mumbai Central
2024-10-04,Basmati Rice (5kg),24,276.797186848966,Mumbai Central
2024-10-05,Basmati Rice (5kg),37,280.12295122830744,Mumbai Central
2024-10-06,Basmati Rice (5kg),29,337.7158367707653,Mumbai Central
2024-10-07,Basmati Rice (5kg),17,209.55025225838142,Mumbai Central
2024-10-08,Basmati Rice (5kg),24,296.89488949337675,Mumbai Central
2024-10-09,Basmati Rice (5kg),24,305.62925063301645,Mumbai Central
2024-10-10,Basmati Rice (5kg),23,340.36963002218647,Mumbai Central
2024-10-11,Basmati Rice (5kg),33,403.37254667650114,Mumbai Central
2024-10-12,Basmati Rice (5kg),29,236.2613260113144,Mumbai Central
2024-10-13,Basmati Rice (5kg),37,50.67926713854474,Mumbai Central
2024-10-14,Basmati Rice (5kg),23,78.09882056105907,Mumbai Central
2024-10-15,Basmati Rice (5kg),15,360.0787200599665,Mumbai Central
2024-10-16,Basmati Rice (5kg),25,272.59917000695276,Mumbai Central
2024-10-17,Basmati Rice (5kg),58,256.39636823744826,Mumbai Central
2024-10-18,Basmati Rice (5kg),56,460.7545999734557,Mumbai Central
2024-10-19,Basmati Rice (5kg),76,414.42990734072225,Mumbai Central
2024-10-20,Basmati Rice (5kg),81,354.58836533518917,Mumbai Central
2024-10-21,Basmati Rice (5kg),65,397.5588272182581,Mumbai Central
2024-10-22,Basmati Rice (5kg),69,330.45770350333765,Mumbai Central
2024-10-23,Basmati Rice (5kg),60,72.80397808296448,Mumbai Central
2024-10-24,Basmati Rice (5kg),27,326.9630867344432,Mumbai Central
2024-10-25,Basmati Rice (5kg),26,292.08319554128053,Mumbai Central
2024-10-26,Basmati Rice (5kg),27,433.6936419741608,Mumbai Central
2024-10-27,Basmati Rice (5kg),28,120.09395803637705,Mumbai Central
2024-10-28,Basmati Rice (5kg),19,55.602303316166314,Mumbai Central
2024-10-29,Basmati Rice (5kg),17,357.339515996009,Mumbai Central
2024-10-30,Basmati Rice (5kg),26,345.2576565738914,Mumbai Central
2024-10-31,Basmati Rice (5kg),31,92.218709899297,Mumbai Central
2024-11-01,Basmati Rice (5kg),27,278.4507293956872,Mumbai Central
2024-11-02,Basmati Rice (5kg),42,84.45184862887291,Mumbai Central
2024-11-03,Basmati Rice (5kg),25,89.26503035395294,Mumbai Central
2024-11-04,Basmati Rice (5kg),25,416.3206583159392,Mumbai Central
2024-11-05,Basmati Rice (5kg),30,383.0559645787393,Mumbai Central
2024-11-06,Basmati Rice (5kg),28,190.09823492908873,Mumbai Central
2024-11-07,Basmati Rice (5kg),24,360.30093222244193,Mumbai Central
2024-11-08,Basmati Rice (5kg),33,345.15272376587006,Mumbai Central
2024-11-09,Basmati Rice (5kg),32,85.08829795426567,Mumbai Central
2024-11-10,Basmati Rice (5kg),26,304.1165524428848,Mumbai Central
2024-11-11,Basmati Rice (5kg),28,262.3455789478903,Mumbai Central
2024-11-12,Basmati Rice (5kg),27,188.15201051030073,Mumbai Central
2024-11-13,Basmati Rice (5kg),20,323.5477147117743,Mumbai Central
2024-11-14,Basmati Rice (5kg),25,488.73119806529473,Mumbai Central
2024-11-15,Basmati Rice (5kg),29,62.29871893296014,Mumbai Central
2024-11-16,Basmati Rice (5kg),29,370.6503331192351,Mumbai Central
2024-11-17,Basmati Rice (5kg),34,230.3717665694015,Mumbai Central
2024-11-18,Basmati Rice (5kg),33,227.49547195078483,Mumbai Central
2024-11-19,Basmati Rice (5kg),26,319.594447313546,Mumbai Central
2024-11-20,Basmati Rice (5kg),20,336.3013599270407,Mumbai Central
2024-11-21,Basmati Rice (5kg),12,95.46926684488925,Mumbai Central
2024-11-22,Basmati Rice (5kg),22,376.43411721909746,Mumbai Central
2024-11-23,Basmati Rice (5kg),33,67.40865077511513,Mumbai Central
2024-11-24,Basmati Rice (5kg),33,69.76646481514322,Mumbai Central
2024-11-25,Basmati Rice (5kg),27,66.70497520694306,Mumbai Central
2024-11-26,Basmati Rice (5kg),21,376.00737343173324,Mumbai Central
2024-11-27,Basmati Rice (5kg),20,177.44538517251982,Mumbai Central
2024-11-28,Basmati Rice (5kg),25,117.74353854459513,Mumbai Central
2024-11-29,Basmati Rice (5kg),24,271.66171040016235,Mumbai Central
2024-11-30,Basmati Rice (5kg),30,111.83659929614268,Mumbai Central
2024-12-01,Basmati Rice (5kg),31,436.3964625247709,Mumbai Central
2024-12-02,Basmati Rice (5kg),23,476.00055891535817,Mumbai Central
2024-12-03,Basmati Rice (5kg),14,243.00464483636182,Mumbai Central
2024-12-04,Basmati Rice (5kg),25,76.03382224550322,Mumbai Central
2024-12-05,Basmati Rice (5kg),22,325.211961474293,Mumbai Central
2024-12-06,Basmati Rice (5kg),28,487.1946656287019,Mumbai Central
2024-12-07,Basmati Rice (5kg),31,222.98569874646202,Mumbai Central
2024-12-08,Basmati Rice (5kg),28,195.21218252226578,Mumbai Central
2024-12-09,Basmati Rice (5kg),18,257.3539057925968,Mumbai Central
2024-12-10,Basmati Rice (5kg),30,85.46908074799335,Mumbai Central
2024-12-11,Basmati Rice (5kg),20,103.01343103459268,Mumbai Central
2024-12-12,Basmati Rice (5kg),26,442.91677051776327,Mumbai Central
2024-12-13,Basmati Rice (5kg),28,125.73917526147976,Mumbai Central
2024-12-14,Basmati Rice (5kg),30,237.99722786093716,Mumbai Central
2024-12-15,Basmati Rice (5kg),34,269.27208350150465,Mumbai Central
2024-12-16,Basmati Rice (5kg),29,437.78622966778096,Mumbai Central
2024-12-17,Basmati Rice (5kg),21,450.4665662805197,Mumbai Central
2024-12-18,Basmati Rice (5kg),26,435.82796812248074,Mumbai Central
2024-12-19,Basmati Rice (5kg),28,264.2233727596156,Mumbai Central
2024-12-20,Basmati Rice (5kg),23,335.1640594017025,Mumbai Central
2024-12-21,Basmati Rice (5kg),38,489.1187207741727,Mumbai Central
2024-12-22,Basmati Rice (5kg),34,52.772064440110924,Mumbai Central
2024-12-23,Basmati Rice (5kg),23,451.19547469436867,Mumbai Central
2024-12-24,Basmati Rice (5kg),25,79.66916893866409,Mumbai Central
2024-12-25,Basmati Rice (5kg),20,329.447686775391,Mumbai Central
2024-12-26,Basmati Rice (5kg),33,198.9615769409181,Mumbai Central
2024-12-27,Basmati Rice (5kg),26,120.9527242162762,Mumbai Central
2024-12-28,Basmati Rice (5kg),34,224.11813636423895,Mumbai Central
2024-12-29,Basmati Rice (5kg),31,356.24074675986066,Mumbai Central
2024-12-30,Basmati Rice (5kg),30,468.9666554725822,Mumbai Central
2024-12-31,Basmati Rice (5kg),24,117.08109231477908,Mumbai Central
2025-01-01,Basmati Rice (5kg),26,438.1501974613132,Mumbai Central
2025-01-02,Basmati Rice (5kg),32,395.23235985662626,Mumbai Central
2025-01-03,Basmati Rice (5kg),14,70.67229527557973,Mumbai Central
2025-01-04,Basmati Rice (5kg),27,209.11479129889148,Mumbai Central
2025-01-05,Basmati Rice (5kg),48,253.7006045848847,Mumbai Central
2025-01-06,Basmati Rice (5kg),23,488.64716848208593,Mumbai Central
2025-01-07,Basmati Rice (5kg),33,405.26055445553544,Mumbai Central
2025-01-08,Basmati Rice (5kg),28,438.79538092777034,Mumbai Central
2025-01-09,Basmati Rice (5kg),30,400.71433329640865,Mumbai Central
2025-01-10,Basmati Rice (5kg),27,414.99789206615475,Mumbai Central
2025-01-11,Basmati Rice (5kg),38,205.73727891962073,Mumbai Central
2025-01-12,Basmati Rice (5kg),29,88.08292930399564,Mumbai Central
2025-01-13,Basmati Rice (5kg),24,345.95741200315825,Mumbai Central
2025-01-14,Basmati Rice (5kg),27,96.1955576391135,Mumbai Central
2025-01-15,Basmati Rice (5kg),23,397.89360631825394,Mumbai Central
2025-01-16,Basmati Rice (5kg),32,470.28329105779875,Mumbai Central
2025-01-17,Basmati Rice (5kg),26,423.38417011715256,Mumbai Central
2025-01-18,Basmati Rice (5kg),45,277.5322466776469,Mumbai Central
2025-01-19,Basmati Rice (5kg),36,123.00669667106435,Mumbai Central
2025-01-20,Basmati Rice (5kg),24,345.8185496352751,Mumbai Central
2025-01-21,Basmati Rice (5kg),18,492.9662675818932,Mumbai Central
2025-01-22,Basmati Rice (5kg),26,77.89292832971643,Mumbai Central
2025-01-23,Basmati Rice (5kg),62,138.91883170371148,Mumbai Central
2025-01-24,Basmati Rice (5kg),71,176.60663404238687,Mumbai Central
2025-01-25,Basmati Rice (5kg),93,413.1276284195006,Mumbai Central
2025-01-26,Basmati Rice (5kg),90,97.41241373636592,Mumbai Central
2025-01-27,Basmati Rice (5kg),65,463.1798838064754,Mumbai Central
2025-01-28,Basmati Rice (5kg),61,428.6189755301816,Mumbai Central
2025-01-29,Basmati Rice (5kg),67,225.88640750758782,Mumbai Central
2025-01-30,Basmati Rice (5kg),30,225.14669514324115,Mumbai Central
2025-01-31,Basmati Rice (5kg),27,376.935075566814,Mumbai Central
2025-02-01,Basmati Rice (5kg),24,338.0923843283081,Mumbai Central
2025-02-02,Basmati Rice (5kg),34,328.66116187280244,Mumbai Central
2025-02-03,Basmati Rice (5kg),29,443.05192865435606,Mumbai Central
2025-02-04,Basmati Rice (5kg),27,298.5134366503954,Mumbai Central
2025-02-05,Basmati Rice (5kg),34,57.57823434218964,Mumbai Central
2025-02-06,Basmati Rice (5kg),31,393.9393573158906,Mumbai Central
2025-02-07,Basmati Rice (5kg),27,474.3961424903682,Mumbai Central
2025-02-08,Basmati Rice (5kg),29,499.52017501740016,Mumbai Central
2025-02-09,Basmati Rice (5kg),36,159.0773325331039,Mumbai Central
2025-02-10,Basmati Rice (5kg),31,126.77055775111128,Mumbai Central
2025-02-11,Basmati Rice (5kg),26,167.19245318684486,Mumbai Central
2025-02-12,Basmati Rice (5kg),18,487.12195635753005,Mumbai Central
2025-02-13,Basmati Rice (5kg),29,290.6660198636457,Mumbai Central
2025-02-14,Basmati Rice (5kg),28,307.73465008598083,Mumbai Central
2025-02-15,Basmati Rice (5kg),30,89.56563742936893,Mumbai Central
2025-02-16,Basmati Rice (5kg),43,419.92266483430177,Mumbai Central
2025-02-17,Basmati Rice (5kg),20,468.40590376493674,Mumbai Central
2025-02-18,Basmati Rice (5kg),31,387.03556632145023,Mumbai Central
2025-02-19,Basmati Rice (5kg),31,60.33428796375904,Mumbai Central
2025-02-20,Basmati Rice (5kg),34,416.2198768007662,Mumbai Central
2025-02-21,Basmati Rice (5kg),30,215.51307357029557,Mumbai Central
2025-02-22,Basmati Rice (5kg),37,317.56818072029984,Mumbai Central
2025-02-23,Basmati Rice (5kg),41,413.9821435995049,Mumbai Central
2025-02-24,Basmati Rice (5kg),31,466.68023376974077,Mumbai Central
2025-02-25,Basmati Rice (5kg),26,342.51567928529164,Mumbai Central
2025-02-26,Basmati Rice (5kg),23,139.31696440205502,Mumbai Central
2025-02-27,Basmati Rice (5kg),30,498.22776359682734,Mumbai Central
2025-02-28,Basmati Rice (5kg),25,216.26624246511963,Mumbai Central
2025-03-01,Basmati Rice (5kg),47,292.48047641579524,Mumbai Central
2025-03-02,Basmati Rice (5kg),33,493.4967860381761,Mumbai Central
2025-03-03,Basmati Rice (5kg),25,391.2784659313137,Mumbai Central
2025-03-04,Basmati Rice (5kg),34,373.30986860914317,Mumbai Central
2025-03-05,Basmati Rice (5kg),31,117.92269493206966,Mumbai Central
2025-03-06,Basmati Rice (5kg),32,170.27997911917737,Mumbai Central
2025-03-07,Basmati Rice (5kg),31,124.43769966259585,Mumbai Central
2025-03-08,Basmati Rice (5kg),36,51.9132105164024,Mumbai Central
2025-03-09,Basmati Rice (5kg),35,468.0141872900942,Mumbai Central
2025-03-10,Basmati Rice (5kg),29,340.05693090985017,Mumbai Central
2025-03-11,Basmati Rice (5kg),33,268.56473317626336,Mumbai Central
2025-03-12,Basmati Rice (5kg),80,141.56818062690098,Mumbai Central
2025-03-13,Basmati Rice (5kg),68,151.42700838021506,Mumbai Central
2025-03-14,Basmati Rice (5kg),76,243.9703561018714,Mumbai Central
2025-03-15,Basmati Rice (5kg),92,486.3523710416502,Mumbai Central
2025-03-16,Basmati Rice (5kg),90,304.6415479902314,Mumbai Central
2025-03-17,Basmati Rice (5kg),72,258.4266071847446,Mumbai Central
2025-03-18,Basmati Rice (5kg),70,321.58779878147664,Mumbai Central
2025-03-19,Basmati Rice (5kg),23,175.89005568250633,Mumbai Central
2025-03-20,Basmati Rice (5kg),27,259.7799297912327,Mumbai Central
2025-03-21,Basmati Rice (5kg),29,76.57893515889593,Mumbai Central
2025-03-22,Basmati Rice (5kg),43,270.1714740043552,Mumbai Central
2025-03-23,Basmati Rice (5kg),43,456.6353592975518,Mumbai Central
2025-03-24,Basmati Rice (5kg),24,410.42718176242283,Mumbai Central
2025-03-25,Basmati Rice (5kg),35,212.3039656863142,Mumbai Central
2025-03-26,Basmati Rice (5kg),19,195.06952215973354,Mumbai Central
2025-03-27,Basmati Rice (5kg),34,170.41796590166962,Mumbai Central
2025-03-28,Basmati Rice (5kg),30,338.23094009140885,Mumbai Central
2025-03-29,Basmati Rice (5kg),39,288.07761424204875,Mumbai Central
2025-03-30,Basmati Rice (5kg),33,124.52155199467187,Mumbai Central
2025-03-31,Basmati Rice (5kg),26,80.18893541958072,Mumbai Central
2025-04-01,Basmati Rice (5kg),29,312.0910314746602,Mumbai Central
2025-04-02,Basmati Rice (5kg),33,432.083419085804,Mumbai Central
2025-04-03,Basmati Rice (5kg),23,486.4725964389754,Mumbai Central
2025-04-04,Basmati Rice (5kg),25,170.0923431386745,Mumbai Central
2025-04-05,Basmati Rice (5kg),37,91.69379839272653,Mumbai Central
